Id,Predicted
19307997,281.9576410564327
20176193,128.89306094676175
19485371,156.2171246943242
13079990,85.4472377397824
22339757,161.27406640787632
7717071,157.01916183798497
19416433,136.03037865350686
28602814,247.1473504163436
3167768,336.18352927352186
22026277,183.2190418642364
20982450,61.939856211788324
16271468,158.89058183986006
14445183,125.44596024732203
6040356,83.30847202335372
11484489,156.4844704088778
29541600,136.03037865350686
2793834,157.28650755253855
588677,132.63590095051197
22940375,160.67845540398457
26126728,183.2190418642364
8072662,183.2190418642364
26250574,33.71369738164188
19568889,203.67313361960737
2048796,61.939856211788324
24938213,162.90076755816386
8555036,183.2190418642364
22108302,107.90427776228363
3625656,88.94177338170051
11238715,80.90236059237144
5041360,88.94177338170051
3989564,83.04112630880013
22662308,297.52153533875014
17728208,157.01916183798497
13597896,183.11645407376432
13083638,82.23908916513936
8760775,157.55385326709214
25518930,80.90236059237144
17256297,205.08982311988132
1975069,161.56403898539594
479285,62.74189335544908
22050058,110.81255463734543
21844210,254.95572388652045
25835470,79.62947408594277
27853108,139.82170925843116
9486111,271.15689738841724
23148095,65.14800478643136
26603929,209.9058263922196
6272181,107.90427776228363
22674576,156.75181612343138
20758205,175.27968701383057
22928982,440.5590153343095
28582815,155.09294097301319
13406622,302.94642424091086
24429072,228.75206344989533
4031951,107.90427776228363
25380861,157.28650755253855
18946416,179.9083054991213
9028856,226.8806434480202
29455324,230.40770507496597
23342877,82.50643487969295
28333465,81.97174345058578
29335812,183.2190418642364
15621557,107.90427776228363
22240208,256.02510674473484
14851292,179.15728880818347
13649833,156.2171246943242
6843556,203.40578790505378
4881610,41.753110170970956
14125183,81.97174345058578
13374115,179.69198023729064
12495831,131.70127988290034
11963123,129.77505901792856
16024539,80.90236059237144
4351563,80.90236059237144
27141784,161.56403898539594
14684699,103.5751789916771
5031569,81.4370520214786
9046203,195.57478757191086
16238779,85.26363336310858
4629359,274.63239167761384
3811186,102.77314184801635
8703711,106.78332756632014
26814509,205.08982311988132
17556436,107.90427776228363
27368543,205.08982311988132
16456543,107.90427776228363
190542,103.04048756256994
18753645,103.04048756256994
14928996,134.32371657571326
24918804,181.56340023916576
29569480,79.62947408594277
4434797,29.44844067737462
7403108,183.2190418642364
14070967,84.34532889654041
28624477,107.90427776228363
7632182,161.02934755628877
27507052,107.55283872495326
10681555,111.70191862913052
26224149,80.90236059237144
15010339,156.2171246943242
21979587,83.5758177379073
491123,82.23908916513936
1703303,103.5751789916771
13276073,223.53360068750374
10336325,158.89058183986006
18504631,63.81127621366342
12983221,157.55385326709214
28893280,157.23135470454488
10995810,88.94177338170051
29490463,14.751193001058763
19476873,175.27968701383057
11693193,128.89306094676175
3766496,181.83074595371934
13936825,62.74189335544908
9331413,132.1012095214048
15144105,80.90236059237144
25763994,157.01916183798497
18457273,156.2171246943242
10120414,183.2190418642364
26770369,110.81255463734543
26035905,82.23908916513936
7367864,110.097844341809
18736642,107.90427776228363
21190435,67.28677050286004
3750917,107.90427776228363
29260109,386.9502745639201
26236287,222.4683502245601
23744530,183.2190418642364
22937557,80.90236059237144
11069190,156.2171246943242
14535422,158.3558904107529
29615038,107.90427776228363
28978145,80.90236059237144
9116831,107.90427776228363
4728136,83.5758177379073
26337553,80.90236059237144
20136238,107.90427776228363
19343700,179.15728880818347
16409970,230.40770507496597
25740704,315.9168223051985
27604010,225.2765691606987
29490455,230.40770507496597
9429015,157.55385326709214
17575407,80.90236059237144
17481087,183.2190418642364
29391342,155.09294097301319
16163768,179.69198023729064
21139341,204.7425164778217
301372,82.50643487969295
18824754,103.04048756256994
28652436,183.2190418642364
14762427,157.55385326709214
26338854,183.43482024104085
23902815,96.9431034655866
25289041,281.9576410564327
4325244,179.95932595184422
2695372,136.03037865350686
715070,183.2190418642364
21293326,157.28650755253855
4235620,62.74189335544908
27573123,33.71369738164188
5562710,181.29605452461217
6227341,107.90427776228363
9955143,180.4940173809514
22838613,116.14042757569567
8736291,102.77314184801635
22339572,158.33326354778686
7542840,157.82119898164572
11957593,81.70439773603219
25413957,176.61641558659852
8371626,156.2171246943242
13485043,243.3171835644691
20775042,107.90427776228363
15468790,107.5853647099809
7434615,129.77505901792856
26401133,183.2190418642364
7082866,156.2171246943242
9883870,275.7017745358282
13092522,132.45229657383814
26716581,103.30783327712352
18840683,80.90236059237144
13996108,206.6428769544799
26039386,33.71369738164188
27584712,107.90427776228363
1771989,157.82119898164572
13431961,179.69198023729064
14365130,113.30599291645203
23480798,130.2297895195297
24538997,82.23908916513936
20333200,157.55385326709214
16163482,234.76897784570312
294353,84.64520059612164
16214500,156.75181612343138
12325291,413.90440480645697
918049,157.82119898164572
14110144,156.2171246943242
28670804,230.40770507496597
20504269,156.2171246943242
258740,178.88994309362988
22249905,156.2171246943242
29282847,226.96060437552626
14153242,157.55385326709214
6452188,178.3552516645227
22878070,253.83154016520945
14403485,157.01916183798497
12990172,183.2190418642364
12970522,157.82119898164572
19429274,107.90427776228363
13788900,262.52514523190064
21026558,156.2171246943242
15079046,157.28650755253855
20516112,81.16970630692502
18354821,61.939856211788324
17791923,180.2266716663978
25033991,223.9172137249647
