Id,Predicted
19307997,145.177291430616
20176193,145.177291430616
19485371,145.177291430616
13079990,145.177291430616
22339757,145.177291430616
7717071,145.177291430616
19416433,145.177291430616
28602814,145.177291430616
3167768,145.177291430616
22026277,145.177291430616
20982450,145.177291430616
16271468,145.177291430616
14445183,145.177291430616
6040356,145.177291430616
11484489,145.177291430616
29541600,145.177291430616
2793834,145.177291430616
588677,145.177291430616
22940375,145.177291430616
26126728,145.177291430616
8072662,145.177291430616
26250574,145.177291430616
19568889,145.177291430616
2048796,145.177291430616
24938213,145.177291430616
8555036,145.177291430616
22108302,145.177291430616
3625656,145.177291430616
11238715,145.177291430616
5041360,145.177291430616
3989564,145.177291430616
22662308,145.177291430616
17728208,145.177291430616
13597896,145.177291430616
13083638,145.177291430616
8760775,145.177291430616
25518930,145.177291430616
17256297,145.177291430616
1975069,145.177291430616
479285,145.177291430616
22050058,145.177291430616
21844210,145.177291430616
25835470,145.177291430616
27853108,145.177291430616
9486111,145.177291430616
23148095,145.177291430616
26603929,145.177291430616
6272181,145.177291430616
22674576,145.177291430616
20758205,145.177291430616
22928982,145.177291430616
28582815,145.177291430616
13406622,145.177291430616
24429072,145.177291430616
4031951,145.177291430616
25380861,145.177291430616
18946416,145.177291430616
9028856,145.177291430616
29455324,145.177291430616
23342877,145.177291430616
28333465,145.177291430616
29335812,145.177291430616
15621557,145.177291430616
22240208,145.177291430616
14851292,145.177291430616
13649833,145.177291430616
6843556,145.177291430616
4881610,145.177291430616
14125183,145.177291430616
13374115,145.177291430616
12495831,145.177291430616
11963123,145.177291430616
16024539,145.177291430616
4351563,145.177291430616
27141784,145.177291430616
14684699,145.177291430616
5031569,145.177291430616
9046203,145.177291430616
16238779,145.177291430616
4629359,145.177291430616
3811186,145.177291430616
8703711,145.177291430616
26814509,145.177291430616
17556436,145.177291430616
27368543,145.177291430616
16456543,145.177291430616
190542,145.177291430616
18753645,145.177291430616
14928996,145.177291430616
24918804,145.177291430616
29569480,145.177291430616
4434797,145.177291430616
7403108,145.177291430616
14070967,145.177291430616
28624477,145.177291430616
7632182,145.177291430616
27507052,145.177291430616
10681555,145.177291430616
26224149,145.177291430616
15010339,145.177291430616
21979587,145.177291430616
491123,145.177291430616
1703303,145.177291430616
13276073,145.177291430616
10336325,145.177291430616
18504631,145.177291430616
12983221,145.177291430616
28893280,145.177291430616
10995810,145.177291430616
29490463,145.177291430616
19476873,145.177291430616
11693193,145.177291430616
3766496,145.177291430616
13936825,145.177291430616
9331413,145.177291430616
15144105,145.177291430616
25763994,145.177291430616
18457273,145.177291430616
10120414,145.177291430616
26770369,145.177291430616
26035905,145.177291430616
7367864,145.177291430616
18736642,145.177291430616
21190435,145.177291430616
3750917,145.177291430616
29260109,145.177291430616
26236287,145.177291430616
23744530,145.177291430616
22937557,145.177291430616
11069190,145.177291430616
14535422,145.177291430616
29615038,145.177291430616
28978145,145.177291430616
9116831,145.177291430616
4728136,145.177291430616
26337553,145.177291430616
20136238,145.177291430616
19343700,145.177291430616
16409970,145.177291430616
