id,Predicted
19307997,387.57792673422097
20176193,135.01463877969982
19485371,63.874444844772995
13079990,68.82964807457171
22339757,60.85105185800582
7717071,137.33577265336785
19416433,166.2383164516147
28602814,231.62541179459873
3167768,248.97768124713608
22026277,280.3584794040401
20982450,115.8261736245127
16271468,62.675149870246344
14445183,107.78690220455287
6040356,121.8085754577901
11484489,176.65211279210308
29541600,185.78353625101113
2793834,198.81995892125693
588677,167.5197653916895
22940375,170.38049981536724
26126728,232.44487637291212
8072662,143.61443476029964
26250574,151.91034707363283
19568889,90.28189577000437
2048796,59.55269963012326
24938213,108.08906552883234
8555036,118.49000505538217
22108302,79.28659379055917
3625656,111.12953397018089
11238715,66.00782775709611
5041360,73.27501687562595
3989564,114.94674443504627
22662308,204.88672701778873
17728208,122.66948877998631
13597896,71.02658506058721
13083638,147.26128724068806
8760775,91.97007418841045
25518930,187.30818934320902
17256297,84.3750963865835
1975069,122.9720400875961
479285,77.45033019481205
22050058,67.9116998504058
21844210,268.10149212260825
25835470,51.34600083989306
27853108,133.8550898388996
9486111,234.7496736580749
23148095,63.06908182469083
26603929,98.81613395438868
6272181,67.59744261585543
22674576,89.97869915923772
20758205,247.93126431191828
22928982,472.179811084413
28582815,151.12028208349017
13406622,662.0045769749098
24429072,255.95796928722518
4031951,88.85367162792033
25380861,219.60064166261128
18946416,256.74349290824915
9028856,428.90029833616137
29455324,224.99559932650195
23342877,72.54732270977406
28333465,62.53208998186833
29335812,108.26396374570596
15621557,73.16604431637869
22240208,337.2560771792042
14851292,140.99566493232587
13649833,68.76849372696269
6843556,228.85974500426937
4881610,114.82327960433366
14125183,64.9451279960158
13374115,70.43511433599842
12495831,193.10615482554508
11963123,124.59283976755083
16024539,144.3488222643241
4351563,125.58133545974349
27141784,161.4266075629439
14684699,161.28401025909466
5031569,132.69172058349866
9046203,124.94191317954787
16238779,315.8479101739474
4629359,223.38814643363813
3811186,102.82287772871774
8703711,94.27310673910519
26814509,428.2268862126282
17556436,78.43094009667614
27368543,264.6529014084288
16456543,70.64554591962006
190542,127.29417882699586
18753645,138.32955547364412
14928996,66.18797233642516
24918804,175.01662901112113
29569480,102.96548348787007
4434797,76.34625166559337
7403108,138.2950808600549
14070967,125.62024403991003
28624477,102.65256215623735
7632182,116.47192714960246
27507052,70.20031235586103
10681555,153.34679182530706
26224149,69.11219492065864
15010339,71.40338391286556
21979587,138.6824946472922
491123,84.0315473350044
1703303,143.3477699721988
13276073,220.15694979188248
10336325,171.5868370363335
18504631,79.62868656856902
12983221,224.77705399266344
28893280,149.82660041579925
10995810,72.53897345774591
29490463,47.68882320645384
19476873,188.40524805162738
11693193,214.09651423116694
3766496,113.42509480200962
13936825,72.45359485517615
9331413,194.194256835593
15144105,67.46782473051726
25763994,68.17888236987369
18457273,68.6635683587588
10120414,194.9254127770138
26770369,89.23720324246868
26035905,72.18360593632259
7367864,256.53917467947065
18736642,124.69724292391147
21190435,123.32751726050067
3750917,79.75940931350354
29260109,449.0557671149771
26236287,50.97744675547175
23744530,169.21545368365784
22937557,56.666086407836666
11069190,81.64200116953523
14535422,89.36154316681318
